0,527863646,11578455230
1,693729411,693759199
2,537167600,537202934
3,534879831,534910487
4,552535743,552570404
5,677280263,677316145
6,538428037,538458415
7,539122337,539155127
8,548287235,548321860
9,573585461,573622503
10,540813911,540843881
11,537028603,537060200
12,539171453,539202263
13,538294676,538312712
14,537441504,537470864
15,539111546,539148019
16,565837024,565869002
17,536375938,536407031
18,539230664,539264342
19,531330244,531348128
20,538575692,538592337
21,534062906,534094267
22,533528553,533562716
23,538271411,538303080
24,536405935,536421338
25,536396994,536427117
26,535083849,535120197
27,533629231,533661106
28,538169739,538200395
29,541419829,541450597
30,541226515,541256267
31,538788366,538821287
32,536573026,536603560
33,540784280,540813989
34,538864709,538895603
35,539042819,539073618
36,540248834,540281980
37,538819891,538836285
38,542677276,542691965
39,541386039,541416181
40,534038943,534070259
41,575744029,575775861
42,537193985,537224893
43,535480510,535513167
44,538286362,538321930
45,576960493,576988747
46,538595662,538627002
47,536434711,536466362
48,545198716,545230568
49,543033335,543064623
50,540163749,540197769
51,538093966,538126534
52,538404543,538434598
53,539279237,539310109
54,598018209,598050270
55,537626216,537660932
56,540264088,540279834
57,540097871,540130924
58,546979655,547012098
59,541115234,541148206
60,539734268,539764333
61,537417846,537450857
62,545251491,545282527
63,541631422,541661736
64,536394250,536424268
65,537131616,537158526
66,538768344,538799440
67,539706651,539744684
68,539345410,539361923
69,537316635,537347609
70,538465816,538499199
71,538063952,538097810
72,537631363,537648715
73,542549491,542579471
74,537150825,537186468
75,537434543,537466318
76,538090777,538121336
77,537853824,537882865
78,538381227,538413216
79,536835158,536871765
80,537373584,537406230
81,593497636,593534544
82,585075743,585091769
83,535667100,535698725
84,537159101,537191931
85,535006302,535038256
86,535827471,535863884
87,535760148,535793007
88,621502910,621536710
89,538916884,538944074
90,536853335,536884253
91,534580582,534599759
92,542980314,543008527
93,552714673,552746381
94,535994449,536012601
95,536166157,536199848
96,572648885,572683948
97,580872397,580908471
98,533942702,533973152
99,556203434,556241377
100,537095629,537129886
101,535329043,535360799
102,534368123,534401372
103,563143374,563162243
104,537999361,538030555
105,534335713,534371949
106,541155834,541191126
107,535085683,535118692
108,536073617,536113904
109,538271240,538304869
110,535197904,535222338
111,566276916,566308455
112,536847068,536881880
113,538051534,538070874
114,574394239,574413998
115,535446143,535476244
116,591650776,591683730
117,534837585,534875140
118,579241702,579275623
119,537360792,537391436
120,537052204,537085516
121,536482728,536500320
122,528546503,528576409
123,536401054,536417706
124,536796851,536812584
125,550782097,550821068
126,551282356,551299455
127,535930050,535961817
128,548949406,548983716
129,596682027,596717143
130,538642911,538671837
131,535817235,535847675
132,537166457,537202404
133,538454785,538470285
134,541764119,541798033
135,535099349,535129663
136,551995320,552028825
137,534060537,534093715
138,585312599,585345160
139,537373418,537404815
140,565110172,565140750
141,536465731,536494012
142,536519009,536552367
143,536267755,536295827
144,536454855,536485927
145,535746939,535779482
146,535710603,535740677
147,591083348,591120314
148,630484411,630515978
149,536312378,536343973
150,537189457,537206436
151,535760451,535776749
152,536484869,536502113
153,533035159,533066067
154,535365051,535380639
155,574284945,574322990
156,627637685,627669865
157,537177365,537204650
158,569440491,569470400
159,535752344,535781348
160,536292544,536321101
161,534530638,534563847
162,535110049,535141339
163,537953521,537982741
164,539757125,539787788
165,530973716,531003545
166,532262500,532291591
167,530686794,530715297
168,533211859,533242502
169,536026721,536056242
170,532764314,532796308
171,538674636,538704238
